0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.000000,0.004257,0.004181,0.004012,0.003954,0.003823,0.003777,0.003675,0.003638,0.003559,0.003528,0.003467,0.003440,0.003394,0.003370,0.003337,0.003313,0.003291,0.003268,0.003254,0.003231,0.003225,0.003201,0.003201,0.003176,0.003182,0.003155,0.003166,0.003137,0.003153,0.003122,0.003141,0.003108,0.003131,0.003095,0.003122,0.003083,0.003113,0.003072,0.003105,0.003060,0.003096,0.003048,0.003087,0.003036,0.003078,0.003023,0.003068,0.003010,0.003057,0.002995,0.003046,0.002980,0.003033,0.002963,0.003020,0.002945,0.003005,0.002926,0.002989,0.002905,0.002973,0.002884,0.002955,0.002861,0.002936,0.002838,0.002917,0.002813,0.002897,0.002788,0.002877,0.002762,0.002858,0.002737,0.002840,0.002713,0.002824,0.002691,0.002812,0.002674,0.002806,0.002662,0.002809,0.002662,0.002827,0.002677,0.002867,0.002718,0.002943,0.002787,0.003034,0.002865,0.003137,0.002944,0.003225,0.002972,0.003275,0.002957,0.000000
0.000000,0.011612,0.011931,0.011589,0.011362,0.011094,0.010914,0.010703,0.010559,0.010393,0.010277,0.010147,0.010053,0.009952,0.009873,0.009795,0.009729,0.009670,0.009613,0.009569,0.009519,0.009488,0.009443,0.009422,0.009380,0.009367,0.009327,0.009322,0.009282,0.009283,0.009243,0.009249,0.009208,0.009218,0.009176,0.009189,0.009145,0.009162,0.009115,0.009134,0.009084,0.009106,0.009053,0.009076,0.009020,0.009045,0.008985,0.009011,0.008947,0.008976,0.008907,0.008937,0.008864,0.008895,0.008817,0.008850,0.008767,0.008801,0.008713,0.008749,0.008655,0.008693,0.008593,0.008633,0.008528,0.008570,0.008459,0.008505,0.008388,0.008437,0.008315,0.008368,0.008241,0.008300,0.008168,0.008234,0.008100,0.008175,0.008038,0.008126,0.007990,0.008094,0.007962,0.008089,0.007967,0.008126,0.008024,0.008230,0.008164,0.008449,0.008395,0.008705,0.008656,0.009003,0.008914,0.009255,0.009094,0.009387,0.016257,0.000000
0.000000,0.018434,0.018659,0.018732,0.018381,0.018001,0.017722,0.017421,0.017198,0.016960,0.016780,0.016592,0.016446,0.016299,0.016179,0.016064,0.015964,0.015876,0.015791,0.015724,0.015652,0.015602,0.015538,0.015502,0.015444,0.015420,0.015365,0.015350,0.015298,0.015291,0.015239,0.015238,0.015186,0.015190,0.015137,0.015145,0.015090,0.015100,0.015043,0.015056,0.014995,0.015009,0.014945,0.014961,0.014892,0.014910,0.014835,0.014854,0.014774,0.014794,0.014709,0.014729,0.014638,0.014659,0.014562,0.014583,0.014479,0.014501,0.014390,0.014412,0.014295,0.014318,0.014194,0.014217,0.014086,0.014111,0.013973,0.014000,0.013856,0.013886,0.013735,0.013769,0.013613,0.013653,0.013493,0.013542,0.013380,0.013441,0.013280,0.013358,0.013203,0.013304,0.013161,0.013295,0.013176,0.013358,0.013278,0.013534,0.013531,0.013914,0.013942,0.014355,0.014407,0.014867,0.014881,0.015287,0.015162,0.021690,0.028993,0.000000
0.000000,0.024792,0.024949,0.024983,0.025032,0.024572,0.024209,0.023842,0.023551,0.023259,0.023024,0.022793,0.022602,0.022420,0.022264,0.022121,0.021993,0.021880,0.021773,0.021687,0.021596,0.021530,0.021451,0.021401,0.021332,0.021295,0.021231,0.021205,0.021145,0.021127,0.021070,0.021057,0.021001,0.020993,0.020936,0.020932,0.020873,0.020872,0.020811,0.020811,0.020746,0.020748,0.020678,0.020681,0.020607,0.020609,0.020530,0.020531,0.020446,0.020447,0.020356,0.020356,0.020258,0.020258,0.020153,0.020151,0.020039,0.020035,0.019916,0.019911,0.019783,0.019778,0.019642,0.019637,0.019493,0.019487,0.019336,0.019330,0.019172,0.019168,0.019003,0.019002,0.018833,0.018837,0.018666,0.018679,0.018508,0.018535,0.018369,0.018415,0.018261,0.018337,0.018205,0.018323,0.018228,0.018409,0.018376,0.018660,0.018748,0.019209,0.019353,0.019852,0.020038,0.020601,0.020734,0.021224,0.026583,0.033566,0.041395,0.000000
0.000000,0.030786,0.030909,0.030919,0.030948,0.030880,0.030459,0.030037,0.029696,0.029359,0.029084,0.028816,0.028593,0.028380,0.028198,0.028031,0.027881,0.027750,0.027625,0.027523,0.027418,0.027339,0.027248,0.027188,0.027108,0.027063,0.026990,0.026956,0.026888,0.026864,0.026798,0.026781,0.026716,0.026703,0.026638,0.026629,0.026561,0.026555,0.026484,0.026479,0.026404,0.026400,0.026320,0.026316,0.026230,0.026225,0.026133,0.026127,0.026027,0.026019,0.025912,0.025903,0.025789,0.025777,0.025654,0.025641,0.025509,0.025493,0.025351,0.025333,0.025183,0.025163,0.025003,0.024981,0.024812,0.024789,0.024611,0.024587,0.024402,0.024378,0.024186,0.024165,0.023968,0.023953,0.023754,0.023749,0.023551,0.023562,0.023373,0.023408,0.023237,0.023307,0.023166,0.023290,0.023199,0.023402,0.023397,0.023737,0.023897,0.024466,0.024712,0.025332,0.025642,0.026331,0.026589,0.031852,0.037676,0.045183,0.053391,0.000000
0.000000,0.036447,0.036548,0.036556,0.036575,0.036513,0.036460,0.036000,0.035616,0.035247,0.034937,0.034642,0.034391,0.034156,0.033951,0.033766,0.033597,0.033451,0.033311,0.033197,0.033079,0.032990,0.032889,0.032820,0.032732,0.032678,0.032599,0.032557,0.032484,0.032451,0.032381,0.032355,0.032286,0.032265,0.032196,0.032177,0.032106,0.032090,0.032016,0.032000,0.031921,0.031905,0.031820,0.031803,0.031712,0.031693,0.031596,0.031574,0.031469,0.031444,0.031330,0.031302,0.031180,0.031149,0.031018,0.030983,0.030842,0.030802,0.030652,0.030608,0.030447,0.030400,0.030229,0.030178,0.029997,0.029944,0.029752,0.029697,0.029497,0.029441,0.029234,0.029180,0.028968,0.028919,0.028707,0.028667,0.028459,0.028437,0.028241,0.028246,0.028073,0.028119,0.027986,0.028094,0.028024,0.028231,0.028276,0.028650,0.028905,0.029566,0.029939,0.030666,0.031125,0.031937,0.036413,0.042170,0.048548,0.056472,0.065147,0.000000
0.000000,0.041846,0.041948,0.041962,0.041988,0.041938,0.041897,0.041791,0.041379,0.040983,0.040649,0.040332,0.040060,0.039808,0.039586,0.039386,0.039204,0.039046,0.038895,0.038770,0.038644,0.038546,0.038438,0.038361,0.038266,0.038207,0.038121,0.038075,0.037995,0.037958,0.037881,0.037852,0.037776,0.037751,0.037675,0.037653,0.037574,0.037553,0.037470,0.037450,0.037362,0.037340,0.037246,0.037222,0.037121,0.037095,0.036985,0.036956,0.036838,0.036804,0.036676,0.036638,0.036500,0.036458,0.036310,0.036263,0.036103,0.036051,0.035880,0.035823,0.035640,0.035578,0.035384,0.035317,0.035112,0.035041,0.034825,0.034750,0.034525,0.034449,0.034215,0.034141,0.033902,0.033833,0.033593,0.033535,0.033301,0.033262,0.033043,0.033035,0.032844,0.032883,0.032739,0.032850,0.032787,0.033017,0.033094,0.033526,0.033862,0.034637,0.035124,0.035982,0.036581,0.041110,0.046070,0.052343,0.059152,0.067555,0.076589,0.000000
0.000000,0.046995,0.047103,0.047139,0.047176,0.047149,0.047123,0.047041,0.046959,0.046546,0.046190,0.045859,0.045570,0.045305,0.045069,0.044858,0.044664,0.044496,0.044336,0.044204,0.044070,0.043965,0.043850,0.043767,0.043667,0.043601,0.043512,0.043459,0.043376,0.043332,0.043253,0.043216,0.043138,0.043105,0.043026,0.042995,0.042914,0.042884,0.042798,0.042767,0.042676,0.042643,0.042545,0.042509,0.042403,0.042364,0.042249,0.042205,0.042081,0.042032,0.041897,0.041842,0.041696,0.041634,0.041478,0.041410,0.041242,0.041168,0.040987,0.040906,0.040713,0.040625,0.040419,0.040325,0.040107,0.040007,0.039777,0.039673,0.039432,0.039325,0.039077,0.038970,0.038716,0.038613,0.038360,0.038269,0.038022,0.037951,0.037723,0.037685,0.037490,0.037504,0.037364,0.037462,0.037420,0.037656,0.037782,0.038257,0.038691,0.039567,0.040185,0.041161,0.045045,0.050033,0.055510,0.062244,0.069566,0.078369,0.087840,0.000000
0.000000,0.051949,0.052080,0.052141,0.052202,0.052201,0.052199,0.052146,0.052089,0.051989,0.051623,0.051278,0.050979,0.050703,0.050459,0.050239,0.050038,0.049863,0.049696,0.049558,0.049418,0.049309,0.049189,0.049102,0.048997,0.048928,0.048833,0.048777,0.048689,0.048643,0.048558,0.048518,0.048435,0.048399,0.048314,0.048280,0.048191,0.048158,0.048064,0.048029,0.047929,0.047892,0.047784,0.047743,0.047626,0.047580,0.047454,0.047403,0.047266,0.047208,0.047060,0.046995,0.046834,0.046762,0.046588,0.046509,0.046323,0.046237,0.046037,0.045942,0.045728,0.045626,0.045398,0.045288,0.045047,0.044930,0.044676,0.044553,0.044287,0.044161,0.043886,0.043759,0.043479,0.043356,0.043077,0.042965,0.042694,0.042604,0.042353,0.042300,0.042086,0.042090,0.041941,0.042042,0.042006,0.042266,0.042429,0.042964,0.043484,0.044478,0.045215,0.049081,0.053393,0.058875,0.064805,0.072020,0.079749,0.089003,0.098830,0.000000
